paste.unique.c.as.character.genesInBoth.gene.....collapse.......,path,chi2.statistic,chi2.p.value,fish.p.value,hyperGeom,chi2_weighted.statistic,chi2_weighted.p.value,fish_weighted.p.value,hyperGeom_Weighted
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,7645096.41866097,3.10427019093124e-134,0.000428811594682409,0.000428811594682408,7569865.7063281,6.81314495419417e-133,0.000403342784816424,3.11598255762708e-05
HYAL1 HYAL2 HYAL3,GO_HYALURONAN_CATABOLIC_PROCESS,54826377.1225614,0,9.65290169847848e-07,9.65290169847848e-07,55994508.7041405,0,7.58442276309028e-07,5.12315101680366e-07
HYAL1 HYAL2 HYAL3,GO_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,4795036.97100768,2.13423532262634e-83,0.00174324774934344,0.00174324774934344,4666405.00648593,4.21703139075899e-81,0.00171035628237469,8.1204011129999e-05
HYAL1 HYAL2 HYAL3,GO_SKELETAL_SYSTEM_DEVELOPMENT,1602105.371865,2.54276352585573e-26,0.0453044461865541,0.045304446186554,1533570.18860619,4.31232961031451e-25,0.0464760591745185,0.000725746284821662
HYAL1 HYAL2 HYAL3,GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,662066.312521085,2.12441573539243e-09,0.588278458904897,0.588278458904898,642511.284336584,4.8044375589701e-09,0.580292883823145,0.00384709058149836
HYAL1 HYAL2 HYAL3,GO_DEFENSE_RESPONSE,479607.479322131,4.39137533017161e-06,1.46205550081304,1.46205550081303,464193.476904188,8.39006690426156e-06,1.45031213596074,0.00702071931348182
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_INTERLEUKIN_1,4184575.71832527,1.68270098624854e-72,0.00262076281113691,0.00262076281113691,4114826.80630554,2.96003587163614e-71,0.00249259402212889,0.000104253785227506
HYAL1 HYAL2 HYAL3,GO_INTERACTION_WITH_HOST,4161514.8201827,4.34237370075618e-72,0.00266444219132252,0.00266444219132252,3974193.57475425,9.60148085460124e-69,0.00275325153884459,0.000111365490667115
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_UV,6585693.63996636,2.41876082786842e-115,0.000672149578158337,0.000672149578158339,6438037.69946352,1.04004200885133e-112,0.000654766399412864,4.29572672332072e-05
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_RADIATION,1969829.94797539,6.5290216571778e-33,0.0246372574668948,0.0246372574668948,1892194.11093024,1.60522493864006e-31,0.0250262614496553,0.000481531592939938
HYAL1 HYAL2 HYAL3,GO_INFLAMMATORY_RESPONSE,1144268.3959078,4.2410820205685e-18,0.121379205794805,0.121379205794805,1104404.8166635,2.21138384683015e-17,0.121379205794805,0.00137009053375064
HYAL1 HYAL2 HYAL3,GO_VIRAL_LIFE_CYCLE,2640621.77257265,6.46434070304751e-45,0.0103394643317828,0.0103394643317827,2596262.14964764,4.01655680858692e-44,0.00980660559475422,0.000258691631025745
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_ABIOTIC_STIMULUS,685646.156008415,7.94562358751882e-10,0.532389828765232,0.532389828765233,664894.30348979,1.88799866151116e-09,0.526407973316814,0.0036080494588346
HYAL1 HYAL2 HYAL3,GO_CARBOHYDRATE_METABOLIC_PROCESS,1503649.27715909,1.48447409645535e-24,0.0545872890478033,0.0545872890478032,1430438.5510032,3.05862382418364e-23,0.0569216762541277,0.000830049447753976
HYAL1 HYAL2 HYAL3,GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS,905706.256883731,8.39359329249665e-14,0.2392640346558,0.2392640346558,884241.868075486,2.04705358300512e-13,0.231424698382884,0.00209867161981556
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_RADIATION,4887933.2656889,4.69211223088985e-85,0.00164581973959058,0.00164581973959058,4727288.38985331,3.45436484700889e-82,0.00164581973959058,7.91582650616926e-05
HYAL1 HYAL2 HYAL3,GO_MACROMOLECULE_CATABOLIC_PROCESS,615916.902835755,1.45856562464717e-08,0.722504918418101,0.722504918418101,595104.459266405,3.48029930367973e-08,0.720666483511186,0.00443632820831947
HYAL1 HYAL2 HYAL3,GO_CONNECTIVE_TISSUE_DEVELOPMENT,3099396.2872891,4.06428500798737e-53,0.00642047905856297,0.00642047905856298,2928490.10512777,4.60949245637547e-50,0.0068233285907102,0.00020336429063828
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_BIOTIC_STIMULUS,848301.088084281,9.11413217049784e-13,0.289043926727635,0.289043926727634,828867.062168889,2.04443433340682e-12,0.279168570727239,0.00237524737075448
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_ANTIBIOTIC,2640621.77257265,6.46434070304751e-45,0.0103394643317828,0.0103394643317827,2604052.01634288,2.91430572106064e-44,0.0097022800033207,0.000256862640393834
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_CYTOKINE,676289.237987631,1.17377274392464e-09,0.553682960425909,0.55368296042591,665035.61799067,1.87690127020998e-09,0.52491954360904,0.00360132958288801
HYAL1 HYAL2 HYAL3,GO_AMINOGLYCAN_CATABOLIC_PROCESS,13929282.7772242,3.10250792671495e-246,6.95724934229624e-05,6.95724934229621e-05,13761536.8680774,3.02364278802666e-243,6.57776301453459e-05,9.39050812641343e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,2727260.80767777,1.82490085107249e-46,0.00939374780683505,0.00939374780683504,2652330.19654578,3.99153857333548e-45,0.00919173697172972,0.000247814415784805
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_LIGHT_STIMULUS,2873774.16763639,4.38289508474266e-49,0.00804018822943836,0.00804018822943838,2792564.34544334,1.240566964254e-47,0.00785815147553996,0.000223337432224307
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_VIRUS,2631329.46985481,9.47770496467268e-45,0.0104483007984331,0.0104483007984331,2582183.40612455,7.17218969400743e-44,0.0100165005869009,0.00026052706921314
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_UV_B,47968632.4794707,0,1.48506179976592e-06,1.48506179976592e-06,49789645.1226747,0,1.20661271230981e-06,6.89624507985863e-07
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,2747281.2637968,8.00319298845169e-47,0.00919173697172972,0.00919173697172972,2716372.91483813,2.85709826330778e-46,0.00860312211980822,0.000237169406459842
HYAL1 HYAL2 HYAL3,GO_VACUOLE,1093953.26238918,3.40990797022693e-17,0.138360980291491,0.138360980291491,1071618.29182096,8.60459846161568e-17,0.13293174020583,0.0014549825859669
HYAL1 HYAL2 HYAL3,GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS,7494495.03392625,1.50401666453082e-131,0.000455330555392514,0.000455330555392514,7375030.26867962,2.02967777716998e-129,0.000428811594682409,3.24498877923827e-05
HYAL1 HYAL2 HYAL3,GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS,9446735.37367755,2.36371077474488e-166,0.000226259772778621,0.000226259772778622,9475666.27129054,7.20954541025545e-167,0.000201745645498201,1.96958406099949e-05
HYAL1 HYAL2 HYAL3,GO_HEXOSAMINIDASE_ACTIVITY,69788729.1170563,0,4.37562851716744e-07,4.37562851716743e-07,72736760.285993,0,3.18227528521269e-07,2.95585971190935e-07
HYAL1 HYAL2 HYAL3,GO_ENTRY_INTO_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,6260057.57676407,1.55415652913426e-109,0.000782945796005161,0.000782945796005159,6043971.04180328,1.11131639643434e-105,0.000782945796005161,4.83628532255277e-05
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_UV_B,127975653.764582,0,5.30379214202115e-08,5.30379214202116e-08,132120748.275402,0,5.30379214202115e-08,9.85373532304629e-08
HYAL1 HYAL2 HYAL3,GO_HYALURONONGLUCOSAMINIDASE_ACTIVITY,153577900.649889,0,2.65189607101057e-08,2.65189607101057e-08,155461097.395099,0,2.65189607101057e-08,6.56930181814448e-08
PLA2G2C PLA2G2E PLA2G5,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,12352605.0508596,3.85092946857095e-218,0.00010029470940562,0.00010029470940562,13666935.2466348,1.46592494463049e-241,0.000105309444875901,8.63333701228897e-09
PLA2G2C PLA2G2E PLA2G5,KEGG_ETHER_LIPID_METABOLISM,30687116.112335,0,6.09936096332432e-06,6.09936096332431e-06,32747453.7473339,0,6.89492978462748e-06,5.65250843140472e-10
PLA2G2C PLA2G2E PLA2G5,KEGG_ARACHIDONIC_ACID_METABOLISM,15024565.932846,9.48883322320323e-266,5.52257356787951e-05,5.52257356787951e-05,16269391.8802614,6.30553837215076e-288,6.21233173594935e-05,5.09291009669564e-09
PLA2G2C PLA2G2E PLA2G5,KEGG_LINOLEIC_ACID_METABOLISM,29505473.9805404,0,6.89492978462748e-06,6.89492978462747e-06,30985275.5611332,0,8.68761152863064e-06,7.12216062356996e-10
PLA2G2C PLA2G2E PLA2G5,KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,47968632.4794707,0,1.48506179976592e-06,1.48506179976592e-06,49696588.597784,0,1.80328932828719e-06,1.47834835898277e-10
PLA2G2C PLA2G2E PLA2G5,KEGG_MAPK_SIGNALING_PATHWAY,3164707.97074764,2.76579656110161e-54,0.00603380609244893,0.00603380609244893,3486765.43447889,4.87193652746891e-60,0.00642111647457912,5.32853273661705e-07
PLA2G2C PLA2G2E PLA2G5,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,7494495.03392625,1.50401666453082e-131,0.000455330555392514,0.000455330555392514,8259314.99699432,3.47527594553487e-145,0.000482920882115307,3.95901690535587e-08
PLA2G2C PLA2G2E PLA2G5,KEGG_VEGF_SIGNALING_PATHWAY,10782272.1727295,3.7144393431857e-190,0.000151569119938609,0.000151569119938609,11604555.5994662,8.23728419556865e-205,0.00017190651090719,1.40930079445146e-08
PLA2G2C PLA2G2E PLA2G5,KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,10485892.7660598,7.11279539194012e-185,0.000164937328032573,0.000164937328032573,11728894.5826905,5.01196294470208e-207,0.000164953702775577,1.40930079445146e-08
PLA2G2C PLA2G2E PLA2G5,KEGG_LONG_TERM_DEPRESSION,12155967.2434786,1.22903530249539e-214,0.000105309444875901,0.000105309444875901,13905162.294692,8.34599930983521e-246,0.00010029470940562,8.22222572598947e-09
PLA2G2C PLA2G2E PLA2G5,KEGG_GNRH_SIGNALING_PATHWAY,8498504.3107791,1.89143016315697e-149,0.000311544750422323,0.000311544750422322,9335572.68143466,2.2649685131804e-164,0.000333025108597508,2.73016157236848e-08
PLA2G2C PLA2G2E PLA2G5,GO_ION_TRANSPORT,493078.302587254,2.49487810469061e-06,1.35302210701235,1.35302210701235,558931.482408259,1.58000146114029e-07,1.33909267815288,0.000109779691601318
PLA2G2C PLA2G2E PLA2G5,GO_PHOSPHOLIPID_METABOLIC_PROCESS,3393298.91451342,2.27740293391106e-58,0.00490129796394743,0.00490129796394744,3862462.80734489,9.49531722083704e-67,0.00477060191798377,3.91097058368893e-07
PLA2G2C PLA2G2E PLA2G5,GO_ACID_SECRETION,7010912.62552309,6.31481444937991e-123,0.000556723149771531,0.000556723149771532,7607988.63701153,1.42429751206033e-133,0.00062090433848213,5.09021428498221e-08
PLA2G2C PLA2G2E PLA2G5,GO_ORGANOPHOSPHATE_METABOLIC_PROCESS,1645107.24119222,4.30649514698581e-27,0.0419080727239442,0.0419080727239442,1864765.7452556,4.97671723671205e-31,0.0413590639398434,3.39064305130705e-06
PLA2G2C PLA2G2E PLA2G5,GO_ORGANIC_ACID_TRANSPORT,2631329.46985481,9.47770496467268e-45,0.0104483007984331,0.0104483007984331,2953383.91854775,1.65452557202124e-50,0.0105578983592558,8.65543397217234e-07
PLA2G2C PLA2G2E PLA2G5,GO_SECRETION,493806.840323084,2.41976714028113e-06,1.34743880237255,1.34743880237255,561106.381818774,1.44254763191655e-07,1.32525918163378,0.000108645612529413
PLA2G2C PLA2G2E PLA2G5,GO_ANION_TRANSPORT,1413620.90264425,6.1296763276846e-23,0.0654290649257725,0.0654290649257726,1610729.26365156,1.78088502283933e-26,0.0635912744296013,5.21325417524196e-06
PLA2G2C PLA2G2E PLA2G5,GO_ORGANIC_ANION_TRANSPORT,1775913.16859361,1.94602714998549e-29,0.0334521414436614,0.0334521414436614,2000725.79545189,1.82601803132122e-33,0.0334554625246175,2.76192432166956e-06
PLA2G2C PLA2G2E PLA2G5,GO_FATTY_ACID_DERIVATIVE_TRANSPORT,18697771.7531005,0,2.82692121169726e-05,2.82692121169726e-05,20217411.0156989,0,3.04467893090171e-05,2.6829848673833e-09
PLA2G2C PLA2G2E PLA2G5,GO_LIPID_METABOLIC_PROCESS,671050.648874868,1.46040413695561e-09,0.566101566967181,0.566101566967182,761056.95172183,3.43339616116705e-11,0.55831842437201,4.57713087696352e-05
PLA2G2C PLA2G2E PLA2G5,GO_CELLULAR_LIPID_METABOLIC_PROCESS,959351.586271736,9.05259103915109e-15,0.202566513408021,0.202566513408021,1082330.05411659,5.51985597695798e-17,0.202566513408021,1.66065349572078e-05
PLA2G2C PLA2G2E PLA2G5,GO_MONOCARBOXYLIC_ACID_TRANSPORT,5490088.46798068,8.44828782094695e-96,0.00116150130824585,0.00116150130824585,6180468.02185808,4.08418642103667e-108,0.00116150130824585,9.52206352062508e-08
PLA2G2C PLA2G2E PLA2G5,GO_LIPID_CATABOLIC_PROCESS,2576903.13031105,8.91437609783778e-44,0.0111173953923177,0.0111173953923176,2914858.30904713,8.07847661600497e-50,0.0110039525821919,9.02111213493355e-07
PLA2G2C PLA2G2E PLA2G5,GO_LONG_CHAIN_FATTY_ACID_TRANSPORT,13206962.4325298,2.30096382388956e-233,8.1826905167102e-05,8.1826905167102e-05,14312773.5906535,4.56006413802122e-253,9.07478835499818e-05,7.43957071241037e-09
PLA2G2C PLA2G2E PLA2G5,GO_LIPID_LOCALIZATION,2086164.46290737,5.3896634597871e-35,0.0207933049411082,0.0207933049411082,2362839.82198211,6.01823006899731e-40,0.0204516494193737,1.69052178508066e-06
PLA2G2C PLA2G2E PLA2G5,GO_FATTY_ACID_TRANSPORT,9446735.37367755,2.36371077474488e-166,0.000226259772778621,0.000226259772778622,10241332.8358726,1.6247161131365e-180,0.00025268326523017,2.07151389760757e-08
PLA2G2C PLA2G2E PLA2G5,GO_CALCIUM_ION_BINDING,1181663.16265593,9.01438848364625e-19,0.110516164362242,0.110516164362242,1353699.89993973,7.30112640951169e-22,0.105347031437719,8.67741353380368e-06
PLA2G2C PLA2G2E PLA2G5,GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS,1199275.39139522,4.34766131533836e-19,0.105847090285337,0.105847090285337,1357328.96721013,6.28368398532996e-22,0.104827701435641,8.59384337068707e-06
PLA2G2C PLA2G2E PLA2G5,GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY,6643269.8735028,2.27376134808154e-116,0.000654766399412864,0.000654766399412864,7387517.68440385,1.21551844915651e-129,0.000672216308211105,5.65533468562041e-08
PLA2G2C PLA2G2E PLA2G5,GO_PHOSPHOLIPASE_A2_ACTIVITY,30687116.112335,0,6.09936096332432e-06,6.09936096332431e-06,34276511.4027522,0,6.09936096332432e-06,5.00029592008879e-10
PLA2G2C PLA2G2E PLA2G5,GO_LIPASE_ACTIVITY,6946853.65960985,8.76428382372895e-122,0.0005723322100455,0.000572332210045502,7707357.52513926,2.40901508116137e-135,0.000604420152504728,4.95507585263754e-08
PLA2G2C PLA2G2E PLA2G5,GO_LIPID_BINDING,1158947.14502622,2.30916698918675e-18,0.116952438113805,0.116952438113804,1329026.75246958,2.0255495810905e-21,0.111572045953772,9.14674913541335e-06
PLA2G2C PLA2G2E PLA2G5,GO_PHOSPHOLIPID_BINDING,2029128.96971233,5.66044172221099e-34,0.0225695979673925,0.0225695979673925,2323137.47645035,3.08949296208022e-39,0.0214943193452401,1.77646491471761e-06
PLA2G2C PLA2G2E PLA2G5,GO_PHOSPHOLIPASE_ACTIVITY,8792782.90948668,1.07327003162245e-154,0.000281087724046765,0.000281087724046765,9755007.58661139,7.56512971476172e-172,0.000291008467248416,2.38570640472549e-08
PLA2G2C PLA2G2E PLA2G5,GO_ARACHIDONIC_ACID_SECRETION,28411360.8980435,0,7.7567960077059e-06,7.7567960077059e-06,31116167.0932717,0,8.68761152863064e-06,7.12216062356996e-10
PLA2G2C PLA2G2E PLA2G5,GO_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY,59046527.6799295,0,7.58442276309028e-07,7.58442276309024e-07,59703018.8805939,0,9.65290169847848e-07,7.91351180396661e-11
