paste.unique.c.as.character.genesInBoth.gene.....collapse.......,path,chi2.statistic,chi2.p.value,fish.p.value,hyperGeom,chi2_weighted.statistic,chi2_weighted.p.value,fish_weighted.p.value,hyperGeom_Weighted
HYAL1 HYAL2 HYAL3,GO_MACROMOLECULE_CATABOLIC_PROCESS,612039.403713907,1.71130842773311e-08,0.735325663481611,0.735325663481612,765571.670887049,2.83750715505539e-11,0.0290814314689574,0.000235851740324478
HYAL1 HYAL2 HYAL3,GO_CONNECTIVE_TISSUE_DEVELOPMENT,3105976.683885,3.06758956347773e-53,0.00637719435559808,0.00637719435559808,3918582.85002618,9.32356557871227e-68,4.92788401502303e-05,2.02763926742328e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_BIOTIC_STIMULUS,849497.608620222,8.64618204125554e-13,0.287771165924189,0.287771165924189,1056314.32121394,1.61670524500725e-16,0.00850602194839308,9.42853967569082e-05
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_ANTIBIOTIC,2679625.2525237,1.28549278278494e-45,0.0098944813285504,0.00989448132855039,3440277.752584,3.25903762835618e-59,8.27543130471559e-05,2.98637129080013e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_CYTOKINE,673652.038574687,1.30711949249909e-09,0.559698362940089,0.559698362940088,851104.698448341,8.08748366472724e-13,0.019410683349852,0.000174695920658624
HYAL1 HYAL2 HYAL3,GO_AMINOGLYCAN_CATABOLIC_PROCESS,13787228.5192504,1.00598254789879e-243,7.17163737179434e-05,7.17163737179433e-05,16426537.189334,9.46517791974315e-291,1.55088500708019e-07,2.76238712710264e-08
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,2718975.7488228,2.54309180610094e-46,0.0094749808631128,0.00947498086311278,3471513.25902752,9.01662975736635e-60,8.03426515863441e-05,2.92112553237761e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_LIGHT_STIMULUS,2911152.64481294,9.31684843702143e-50,0.00773354821288316,0.00773354821288316,3563271.37440564,2.06927225251737e-61,7.23148526827671e-05,2.7002413518392e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_VIRUS,2650842.38326588,4.20556849341428e-45,0.0102171052333556,0.0102171052333556,3294710.25606467,1.3001610816122e-56,9.83840679593363e-05,3.39829453992491e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_UV_B,47480313.8862742,0,1.53082406258999e-06,1.53082406258999e-06,56671869.3179317,0,8.69989939625907e-10,6.09397490475729e-10
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,2749245.36404813,7.31271976290428e-47,0.00916825839325769,0.00916825839325768,3431547.08770017,4.66736992236654e-59,8.3980302870077e-05,3.01935453027952e-06
HYAL1 HYAL2 HYAL3,GO_VACUOLE,1092418.96394329,3.61998619147854e-17,0.138876971287789,0.138876971287789,1345678.52886941,1.01259630124182e-21,0.00332412834304619,4.69969705439669e-05
HYAL1 HYAL2 HYAL3,GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS,7491695.23193339,1.64508198516381e-131,0.000455556839340397,0.000455556839340396,9554572.03201742,2.73805961363626e-168,1.4331807488407e-06,1.40274709028777e-07
HYAL1 HYAL2 HYAL3,GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS,9467602.87316921,9.72219337082169e-167,0.00022459375889713,0.000224593758897131,12027277.2639277,2.31838681401065e-212,5.49227207679775e-07,7.07582430213097e-08
HYAL1 HYAL2 HYAL3,GO_HEXOSAMINIDASE_ACTIVITY,69078446.2132507,0,4.5104637558455e-07,4.51046375584549e-07,91477955.6158637,0,1.20612728705298e-10,1.0755961460497e-10
HYAL1 HYAL2 HYAL3,GO_ENTRY_INTO_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,6299878.14190219,2.96479266317485e-110,0.000767708267388877,0.000767708267388878,7766969.46815783,2.03038328220191e-136,3.21069787218941e-06,2.63889248604896e-07
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_UV_B,126673466.035327,0,5.46722879496425e-08,5.46722879496425e-08,152935999.300842,0,1.27922591051074e-11,1.79284006238382e-11
HYAL1 HYAL2 HYAL3,GO_HYALURONONGLUCOSAMINIDASE_ACTIVITY,152015274.797845,0,2.73361439748212e-08,2.73361439748211e-08,179906637.444288,0,5.48239675933172e-12,8.9644250856287e-12
