paste.unique.c.as.character.genesInBoth.gene.....collapse.......,path,chi2.statistic,chi2.p.value,fish.p.value,hyperGeom,chi2_weighted.statistic,chi2_weighted.p.value,fish_weighted.p.value,hyperGeom_Weighted
HYAL1 HYAL2 HYAL3,GO_SKELETAL_SYSTEM_DEVELOPMENT,1610801.79606271,1.82536611928966e-26,0.0446581083276989,0.044658108327699,2029365.58817695,5.80338371901386e-34,0.000673338960325718,1.41903587201117e-05
HYAL1 HYAL2 HYAL3,GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,659715.574880942,2.37087787372835e-09,0.59519560071655,0.59519560071655,830838.186664,1.91120179090155e-12,0.0213891913594121,0.000187193136269004
HYAL1 HYAL2 HYAL3,GO_DEFENSE_RESPONSE,480487.075162508,4.26903687764274e-06,1.45682582178501,1.45682582178501,600876.8182799,2.76366936183326e-08,0.0726188020112971,0.000464557054084711
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_INTERLEUKIN_1,4166776.56763269,3.75357069176409e-72,0.00265829822430025,0.00265829822430026,5103114.06300164,7.39479891800813e-89,1.72763362590403e-05,9.26503979146383e-07
HYAL1 HYAL2 HYAL3,GO_INTERACTION_WITH_HOST,4166776.56763269,3.75357069176409e-72,0.00265829822430025,0.00265829822430026,5171771.63060599,4.40864865501925e-90,1.65331309842789e-05,8.81986486380008e-07
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_UV,6636585.88130517,3.34675966115982e-116,0.000657659211918205,0.000657659211918204,7965549.02817061,6.86723898372522e-140,2.90410583171218e-06,2.44761351890992e-07
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_RADIATION,1981998.89579803,4.08902211961216e-33,0.0242303704005145,0.0242303704005146,2413235.99281378,7.86418755776719e-41,0.000339994799010477,8.51040753550478e-06
HYAL1 HYAL2 HYAL3,GO_INFLAMMATORY_RESPONSE,1140050.09197611,5.15153715091831e-18,0.122884216139064,0.122884216139064,1419927.03296502,4.8400358871576e-23,0.00271141251739369,4.01812197827458e-05
HYAL1 HYAL2 HYAL3,GO_VIRAL_LIFE_CYCLE,2623953.5043126,1.34282255124248e-44,0.0105518552127142,0.0105518552127142,3261047.18067675,5.55125652274205e-56,0.000102665587535084,3.50686380036126e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_ABIOTIC_STIMULUS,687472.071390196,7.45320718769112e-10,0.529184780344511,0.529184780344512,864660.02580556,4.68845702548325e-13,0.0183465646792579,0.00016746905613429
HYAL1 HYAL2 HYAL3,GO_CARBOHYDRATE_METABOLIC_PROCESS,1497946.19370958,1.92797829361119e-24,0.0552857766074601,0.0552857766074602,1843068.14426114,1.25724297566079e-30,0.00097920847936003,1.87760959866981e-05
HYAL1 HYAL2 HYAL3,GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS,906970.648128693,8.09141231717748e-14,0.238673414981308,0.238673414981309,1138898.7777022,5.40304924755175e-18,0.00638240067627468,7.6091915594144e-05
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_RADIATION,4903554.09915536,2.68307119807544e-85,0.00163250804374386,0.00163250804374386,5973477.85495026,2.22394099283759e-104,9.37475681610497e-06,5.75947946517304e-07
HYAL1 HYAL2 HYAL3,GO_MACROMOLECULE_CATABOLIC_PROCESS,612340.480734673,1.7121502618371e-08,0.735687388002468,0.735687388002469,765948.274152222,2.83890299361654e-11,0.0290957373301375,0.000235851740324478
HYAL1 HYAL2 HYAL3,GO_CONNECTIVE_TISSUE_DEVELOPMENT,3107504.58911607,3.06909858515362e-53,0.00638033145210817,0.00638033145210817,3920510.49593093,9.32815206665785e-68,4.93030816064e-05,2.02763926742328e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_BIOTIC_STIMULUS,849915.497088839,8.65043530781678e-13,0.287912727537335,0.287912727537336,1056833.94783747,1.61750054151213e-16,0.00851020626680665,9.42853967569082e-05
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_ANTIBIOTIC,2680943.42514935,1.28612514784985e-45,0.00989934866379442,0.00989934866379441,3441970.10861545,3.26064082797659e-59,8.27950219000118e-05,2.98637129080013e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_CYTOKINE,673983.424344257,1.30776249626682e-09,0.559973692133959,0.559973692133959,851523.377483406,8.09146209401218e-13,0.019420231935578,0.000174695920658624
HYAL1 HYAL2 HYAL3,GO_AMINOGLYCAN_CATABOLIC_PROCESS,13794010.791212,1.0064774151028e-243,7.17516527408431e-05,7.1751652740843e-05,16434617.8012169,9.46983407023249e-291,1.55164792501431e-07,2.76238712710264e-08
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,2720313.27891158,2.54434281461423e-46,0.00947964183590764,0.00947964183590762,3473220.98056185,9.02106525614016e-60,8.03821740844599e-05,2.92112553237761e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_LIGHT_STIMULUS,2912584.71137594,9.32143162064217e-50,0.00773735253273865,0.00773735253273865,3565024.23398147,2.07029017770513e-61,7.23504261119789e-05,2.7002413518392e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_VIRUS,2652146.39690035,4.20763731451459e-45,0.01022213127512,0.01022213127512,3296331.00391549,1.30080066236892e-56,9.8432465467556e-05,3.39829453992491e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_UV_B,47503670.6037717,0,1.53157711205916e-06,1.53157711205916e-06,56699747.5843831,0,8.70417908768955e-10,6.09397490475729e-10
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,2750597.7844945,7.31631706704279e-47,0.00917276848183354,0.00917276848183352,3433235.14890589,4.66966591478551e-59,8.40216148170492e-05,3.01935453027952e-06
HYAL1 HYAL2 HYAL3,GO_VACUOLE,1092956.3513159,3.62176695044787e-17,0.138945288236852,0.138945288236852,1346340.50076194,1.01309442191145e-21,0.00332576356236719,4.69969705439669e-05
HYAL1 HYAL2 HYAL3,GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS,7495380.57844414,1.64589124087513e-131,0.000455780938794036,0.000455780938794035,9559272.15763782,2.73940653154081e-168,1.43388576519661e-06,1.40274709028777e-07
HYAL1 HYAL2 HYAL3,GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS,9472260.21655193,9.72697595344241e-167,0.000224704242012108,0.000224704242012108,12033193.7731991,2.31952728469066e-212,5.49497385858514e-07,7.07582430213097e-08
HYAL1 HYAL2 HYAL3,GO_HEXOSAMINIDASE_ACTIVITY,69112427.5756578,0,4.51268256231718e-07,4.51268256231717e-07,91522955.8399922,0,1.20672061030643e-10,1.0755961460497e-10
HYAL1 HYAL2 HYAL3,GO_ENTRY_INTO_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,6302977.20469234,2.96625111656331e-110,0.000768085921697669,0.00076808592169767,7770790.22873904,2.03138207696236e-136,3.21227729231183e-06,2.63889248604896e-07
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_UV_B,126735779.784299,0,5.46991825735416e-08,5.46991825735417e-08,153011232.226627,0,1.27985519274925e-11,1.79284006238382e-11
HYAL1 HYAL2 HYAL3,GO_HYALURONONGLUCOSAMINIDASE_ACTIVITY,152090054.796926,0,2.73495912867707e-08,2.73495912867707e-08,179995137.880843,0,5.48509368321103e-12,8.9644250856287e-12
DOCK3 PLXNB1 SEMA3B,GO_MOLECULAR_FUNCTION_REGULATOR,452981.861889739,1.35512149287018e-05,1.71722890002248,1.71722890002248,373327.713375504,0.000388326210294572,1.73050638815325,0.00787950099061261
DOCK3 PLXNB1 SEMA3F,GO_MOLECULAR_FUNCTION_REGULATOR,452981.861889739,1.35512149287018e-05,1.71722890002248,1.71722890002248,587804.931099236,4.77191107265066e-08,0.0901323489032444,0.000545081414890047
