paste.unique.c.as.character.genesInBoth.gene.....collapse.......,path,chi2.statistic,chi2.p.value,fish.p.value,hyperGeom,chi2_weighted.statistic,chi2_weighted.p.value,fish_weighted.p.value,hyperGeom_Weighted
HYAL1 HYAL2 HYAL3,GO_AMINOGLYCAN_CATABOLIC_PROCESS,13934992.4356834,3.10377965483706e-246,6.96010114150197e-05,6.96010114150194e-05,13767177.7669412,3.02488218907111e-243,6.58045926105637e-05,9.39050812641343e-06
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,2728378.72078142,1.82564888388568e-46,0.00939759833471127,0.00939759833471126,2653417.39534745,3.99317471802041e-45,0.00919550469470551,0.000247814415784805
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_LIGHT_STIMULUS,2874952.13704434,4.38469164773854e-49,0.00804348392882737,0.00804348392882739,2793709.0266802,1.24107547670041e-47,0.00786137255746959,0.000223337432224307
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_VIRUS,2632408.06039009,9.48158990686184e-45,0.0104525835910214,0.0104525835910214,2583241.85152794,7.17512959796464e-44,0.0100206063831736,0.00026052706921314
HYAL1 HYAL2 HYAL3,GO_RESPONSE_TO_UV_B,47988294.9784376,0,1.48567053144315e-06,1.48567053144315e-06,49810054.0606656,0,1.20710730679755e-06,6.89624507985863e-07
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,2748407.38335074,8.00647352337072e-47,0.00919550469470551,0.00919550469470551,2717486.36495898,2.85826939720814e-46,0.00860664856763565,0.000237169406459842
HYAL1 HYAL2 HYAL3,GO_VACUOLE,1094401.67740081,3.41130570262988e-17,0.138417694908761,0.138417694908761,1072057.55165529,8.60812551460043e-17,0.132986229359874,0.0014549825859669
HYAL1 HYAL2 HYAL3,GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS,7497567.05189392,1.50463316586896e-131,0.000455517196872836,0.000455517196872836,7378053.31765022,2.03050974871333e-129,0.000428987365954209,3.24498877923827e-05
HYAL1 HYAL2 HYAL3,GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS,9450607.62133031,2.36467966750383e-166,0.00022635251739773,0.000226352517397731,9479550.37781263,7.21250062644263e-167,0.000201828341696552,1.96958406099949e-05
HYAL1 HYAL2 HYAL3,GO_HEXOSAMINIDASE_ACTIVITY,69817335.7448302,0,4.37742210157355e-07,4.37742210157355e-07,72766575.321362,0,3.18357971023532e-07,2.95585971190935e-07
HYAL1 HYAL2 HYAL3,GO_ENTRY_INTO_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,6262623.59479029,1.5547935829665e-109,0.000783266728041562,0.00078326672804156,6046448.48525377,1.11177192865128e-105,0.000783266728041562,4.83628532255277e-05
HYAL1 HYAL2 HYAL3,GO_CELLULAR_RESPONSE_TO_UV_B,128028111.402623,0,5.30596618372554e-08,5.30596618372555e-08,132174905.001207,0,5.30596618372554e-08,9.85373532304629e-08
HYAL1 HYAL2 HYAL3,GO_HYALURONONGLUCOSAMINIDASE_ACTIVITY,153640852.732464,0,2.65298309186276e-08,2.65298309186276e-08,155524821.406164,0,2.65298309186276e-08,6.56930181814448e-08
DOCK3 PLXNB1 SEMA3B,GO_MOLECULAR_FUNCTION_REGULATOR,451086.315173333,1.46749178180764e-05,1.73741694933608,1.73741694933608,378152.458122764,0.000316746060566385,1.72406695531854,0.00785095780220594
DOCK3 PLXNB1 SEMA3F,GO_MOLECULAR_FUNCTION_REGULATOR,451086.315173333,1.46749178180764e-05,1.73741694933608,1.73741694933608,593294.761383171,3.7936773874681e-08,0.0896863977550791,0.000542112923408168
